0,-143
1,-142
2,-144
3,-145
4,-141
5,0
6,-144
7,-148
8,-150
9,-141
10,-150
11,-147
12,-9
13,-23
14,-143
15,-142
16,-148
17,-148
18,-30
19,0
20,-148
21,0
22,-149
23,-144
24,-149
25,-147
26,-147
27,-147
28,-2
29,-144
30,-143
31,0
32,0
33,-143
34,-142
35,0
36,-146
37,-143
38,-141
39,-143
40,-145
41,-146
42,0
43,-147
44,0
45,-147
46,-8
47,-146
48,-27
49,-147
50,0
51,-141
52,-144
53,-145
54,-8
55,-143
56,-147
57,-143
58,-148
59,-18
60,-2
61,0
62,-33
63,0
64,-16
65,-3
66,0
67,0
68,-30
69,0
70,-143
71,0
72,-24
73,-23
74,-145
75,-38
76,-141
77,-149
78,-141
79,0
80,-143
81,-150
82,-38
83,-2
84,-148
85,-145
86,-43
87,-142
88,0
89,0
90,-41
91,-147
92,0
93,-148
94,-146
95,0
96,-148
97,-148
98,-143
99,-16
100,-39
101,-149
102,-34
103,-149
104,-143
105,-149
106,0
107,0
108,0
109,-143
110,0
111,-147
112,-148
113,0
114,-147
115,-147
116,-141
117,-148
118,-148
119,-147
120,-145
121,-148
122,-147
123,-143
124,-149
125,-149
126,-145
127,-143
128,-142
129,-145
130,-141
131,0
132,-148
133,-147
134,-145
135,0
136,-147
137,0
138,-147
139,-146
140,-144
141,-144
142,-147
143,-143
144,-149
145,-143
146,-143
147,-142
148,-148
149,-141
150,0
151,-146
152,-147
153,-142
154,-143
155,-148
156,-148
157,-150
158,-142
159,-144
160,-143
161,-148
162,-147
163,-142
164,0
165,-149
166,-145
167,0
168,-141
169,-142
170,-147
171,-144
172,-147
173,-144
174,-143
175,-142
176,-145
177,-143
178,-146
179,-144
180,-146
181,-149
182,-148
183,-145
184,-149
185,-147
186,-147
187,-142
188,-149
189,-147
190,-142
191,-143
192,-148
193,-147
194,-145
195,-147
196,-18
197,-148
198,-144
199,-148
200,-146
201,-148
202,-148
203,-150
204,-146
205,-147
206,-146
207,-148
208,-145
209,-149
210,-147
211,-146
212,-145
213,-141
214,-147
215,-148
216,-150
217,-143
218,-144
219,-148
220,-146
221,-144
222,-150
223,-147
224,-147
225,-146
226,-147
227,-145
228,-141
229,-149
230,-147
231,-147
232,-144
233,-143
234,-143
235,-148
236,-147
237,-144
238,-146
239,-150
240,-148
241,-148
242,-147
243,-148
244,-148
245,-147
246,-143
247,-9
248,-147
249,-147
250,-147
251,-141
252,-147
253,-150
254,-149
255,-144
256,-142
257,-150
258,-143
259,-144
260,-150
261,-144
262,-149
263,-143
264,-144
265,-148
266,-147
267,-142
268,-144
269,-147
270,-149
271,-143
272,-148
273,-147
274,-142
275,-143
276,-14
277,-143
278,-148
279,-148
280,-149
281,-148
282,-145
283,-147
284,-149
285,-148
286,-149
287,-149
288,-142
289,-147
290,-146
291,-147
292,-149
293,-149
294,-143
295,-146
296,-142
297,-149
298,-149
299,-150
300,-147
301,-147
302,-148
303,-147
304,-148
305,-150
306,-145
307,-147
308,-150
309,-142
310,-143
311,-146
312,-142
313,-144
314,-148
315,-148
316,-148
317,-149
318,-148
319,-147
320,-148
321,-146
322,-147
323,-144
324,-148
325,-148
326,-147
327,-141
328,-148
329,-142
330,-145
331,-148
332,-148
333,-148
334,-145
335,-148
336,-148
337,-142
338,-147
339,-148
340,-148
341,-146
342,-144
343,-148
344,-145
345,-146
346,-149
347,-144
348,-142
349,-146
350,-147
351,-143
352,-148
353,-142
354,-149
355,-148
356,-143
357,-144
358,-143
359,-146
360,-143
361,-147
362,-148
363,-149
364,-146
365,-147
366,-142
367,-142
368,-146
369,-143
370,-149
371,-143
372,-150
373,-146
374,-147
375,-149
376,-143
377,-145
378,-144
379,-147
380,-144
381,-147
382,-144
383,-143
384,-142
385,-150
386,-147
387,-143
388,-147
389,-147
390,-143
391,-145
392,-147
393,-147
394,-149
395,-142
396,-144
397,-143
398,-142
399,-146
400,-145
401,-146
402,-149
403,-145
404,-145
405,-144
406,-2
407,-143
408,-147
409,-149
410,-147
411,-147
412,-149
413,-144
414,-149
415,-143
416,-147
417,-143
418,-147
419,-149
420,-146
421,-145
422,-144
423,-145
424,-149
425,-149
426,-148
427,-147
428,-145
429,-149
430,-144
431,-145
432,-148
433,-143
434,-149
435,-145
436,-146
437,-144
438,-147
439,-150
440,-147
441,-141
442,-148
443,-143
444,-147
445,-143
446,-148
447,-143
448,-144
449,-148
450,-147
451,-149
452,-143
453,-148
454,-147
455,-147
456,-141
457,-149
458,-148
459,-150
460,-147
461,-145
462,-149
463,-142
464,-144
465,-145
466,-145
467,-149
468,-149
469,-143
470,-19
471,-145
472,-147
473,-148
474,-150
475,-148
476,-149
477,-145
478,-148
479,-150
480,-149
481,-145
482,-148
483,-148
484,-147
485,-150
486,-143
487,-147
488,-147
489,-148
490,-147
491,-146
492,-148
493,-147
494,-149
495,-147
496,-149
497,-149
498,-143
499,-142
