0,-37
1,-143
2,-142
3,-7
4,-20
5,-2
6,-142
7,-141
8,-32
9,-144
10,-145
11,-147
12,-147
13,-148
14,-146
15,-19
16,-145
17,-45
18,-141
19,-147
20,-149
21,-143
22,-39
23,-148
24,-147
25,-143
26,-143
27,-149
28,-148
29,-147
30,-31
31,-147
32,-145
33,-143
34,0
35,0
36,-142
37,-147
38,0
39,-145
40,-142
41,0
42,-28
43,0
44,-21
45,-146
46,-148
47,-1
48,0
49,0
50,-142
51,-143
52,-141
53,-33
54,-143
55,0
56,-148
57,-149
58,-2
59,-143
60,0
61,-2
62,0
63,-142
64,0
65,0
66,0
67,0
68,0
69,0
70,-2
71,0
72,-142
73,-2
74,-143
75,-2
76,-2
77,0
78,0
79,0
80,-4
81,0
82,0
83,0
84,-1
85,0
86,-145
87,0
88,-145
89,0
90,-2
91,0
92,0
93,-143
94,0
95,-2
96,-142
97,-4
98,-2
99,-29
100,-2
101,-23
102,0
103,0
104,0
105,0
106,-148
107,-142
108,0
109,-142
110,-20
111,-148
112,0
113,-2
114,-2
115,0
116,0
117,0
118,-145
119,-148
120,0
121,-16
122,-33
123,0
124,0
125,0
126,0
127,-142
128,-22
129,0
130,0
131,0
132,-141
133,0
134,-143
135,-7
136,0
137,0
138,-143
139,0
140,-17
141,0
142,0
143,-28
144,0
145,0
146,-143
147,0
148,-6
149,-2
150,0
151,-2
152,-2
153,0
154,-141
155,0
156,0
157,0
158,-142
159,-26
160,-144
161,-149
162,-20
163,-18
164,0
165,-143
166,0
167,0
168,-143
169,-142
170,0
171,-143
172,-4
173,-143
174,-7
175,0
176,-142
177,-2
178,0
179,0
180,-8
181,0
182,0
183,0
184,0
185,0
186,0
187,-141
188,-2
189,0
190,0
191,-3
192,0
193,-142
194,-141
195,0
196,-2
197,-29
198,-143
199,0
200,-31
201,0
202,-2
203,-2
204,0
205,-4
206,-2
207,-2
208,0
209,-141
210,-8
211,0
212,0
213,-142
214,-42
215,-143
216,0
217,0
218,0
219,-28
220,-18
221,0
222,-2
223,-3
224,0
225,-4
226,-32
227,0
228,-2
229,0
230,0
231,0
232,0
233,0
234,-24
235,0
236,-8
237,-2
238,-2
239,-143
240,-2
241,0
242,0
243,0
244,-2
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,-142
258,0
259,-2
260,0
261,-148
262,0
263,-2
264,0
265,0
266,0
267,0
268,0
269,-1
270,0
271,-39
272,0
273,0
274,0
275,-2
276,-4
277,-2
278,0
279,-5
280,0
281,0
282,0
283,0
284,0
285,-2
286,-2
287,-142
288,-2
289,0
290,0
291,-4
292,-2
293,0
294,0
295,0
296,-8
297,-3
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,-2
308,0
309,-1
310,0
311,0
312,-2
313,0
314,0
315,-2
316,-2
317,0
318,0
319,0
320,0
321,0
322,-1
323,-1
324,-34
325,-2
326,-2
327,-2
328,0
329,0
330,0
331,-19
332,-4
333,0
334,0
335,-2
336,-3
337,0
338,-2
339,-2
340,0
341,-3
342,0
343,-2
344,0
345,-19
346,-2
347,-2
348,-32
349,-12
350,-146
351,-4
352,0
353,0
354,0
355,0
356,0
357,-2
358,0
359,0
360,-1
361,0
362,0
363,0
364,-4
365,0
366,0
367,0
368,-2
369,0
370,-2
371,0
372,-1
373,0
374,-2
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,-2
383,0
384,0
385,0
386,-2
387,0
388,0
389,0
390,-11
391,0
392,-2
393,0
394,0
395,-2
396,-2
397,-2
398,0
399,-2
400,0
401,0
402,0
403,-2
404,0
405,-1
406,0
407,0
408,0
409,0
410,-2
411,-2
412,0
413,0
414,0
415,0
416,-2
417,0
418,-28
419,0
420,-2
421,-2
422,0
423,0
424,-6
425,-20
426,0
427,0
428,0
429,0
430,0
431,0
432,-24
433,0
434,0
435,-141
436,0
437,-2
438,-141
439,0
440,-4
441,-3
442,0
443,0
444,-8
445,0
446,-12
447,0
448,0
449,-8
450,0
451,-15
452,-7
453,-2
454,-2
455,-143
456,0
457,-143
458,0
459,0
460,-142
461,-2
462,-150
463,-4
464,-1
465,0
466,-4
467,0
468,-2
469,-2
470,0
471,0
472,0
473,-2
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,-28
485,0
486,-2
487,-2
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
