0,-142
1,-39
2,-148
3,-142
4,-147
5,-147
6,-147
7,-17
8,-148
9,-2
10,-144
11,0
12,-142
13,-145
14,-149
15,-147
16,-147
17,-148
18,-143
19,-9
20,-11
21,0
22,-148
23,-145
24,-149
25,-149
26,-147
27,-148
28,-5
29,0
30,-146
31,-149
32,-146
33,-147
34,0
35,-150
36,-145
37,0
38,0
39,-144
40,0
41,0
42,0
43,-143
44,0
45,0
46,-40
47,-2
48,-2
49,-32
50,-1
51,0
52,-40
53,-147
54,0
55,-142
56,-17
57,0
58,0
59,0
60,0
61,-149
62,-2
63,-18
64,-143
65,-9
66,-9
67,-19
68,0
69,0
70,0
71,-2
72,-142
73,-144
74,-41
75,0
76,0
77,0
78,-18
79,0
80,0
81,0
82,-143
83,0
84,0
85,0
86,-143
87,0
88,-9
89,0
90,-148
91,-21
92,-26
93,0
94,-4
95,-143
96,-2
97,0
98,-8
99,0
100,0
101,0
102,0
103,-4
104,0
105,0
106,0
107,-12
108,-145
109,-143
110,0
111,0
112,0
113,-2
114,0
115,0
116,0
117,-145
118,0
119,-2
120,0
121,0
122,-143
123,-146
124,0
125,-142
126,-143
127,0
128,-145
129,-33
130,0
131,-14
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,-13
140,0
141,0
142,0
143,-4
144,-142
145,0
146,-7
147,-2
148,-6
149,0
150,-141
151,0
152,-2
153,-142
154,-141
155,0
156,0
157,-11
158,0
159,-36
160,-142
161,-4
162,0
163,0
164,-143
165,0
166,-4
167,-141
168,0
169,0
170,-2
171,0
172,-143
173,-7
174,0
175,0
176,-2
177,0
178,0
179,-2
180,0
181,-8
182,0
183,-142
184,0
185,-1
186,0
187,0
188,0
189,-143
190,-16
191,0
192,0
193,-35
194,-2
195,0
196,-143
197,0
198,0
199,0
200,-142
201,0
202,0
203,0
204,0
205,0
206,0
207,-147
208,0
209,0
210,-2
211,0
212,-17
213,0
214,0
215,-1
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,-2
232,0
233,0
234,-39
235,0
236,0
237,0
238,-143
239,0
240,0
241,0
242,0
243,0
244,-1
245,0
246,0
247,0
248,-7
249,0
250,0
251,-2
252,0
253,0
254,0
255,-2
256,0
257,-1
258,-143
259,-4
260,0
261,0
262,0
263,-4
264,-2
265,-142
266,-147
267,0
268,-141
269,0
270,0
271,-21
272,-8
273,0
274,0
275,-2
276,-26
277,-141
278,0
279,-2
280,-20
281,-141
282,0
283,0
284,-6
285,-148
286,0
287,0
288,0
289,-2
290,-13
291,-148
292,-27
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,-19
301,0
302,0
303,-2
304,0
305,0
306,0
307,0
308,-4
309,-2
310,-29
311,-2
312,-2
313,0
314,0
315,0
316,-6
317,0
318,-4
319,0
320,-2
321,0
322,0
323,-18
324,-6
325,0
326,-2
327,-2
328,0
329,-5
330,0
331,0
332,0
333,-22
334,0
335,-10
336,0
337,-2
338,-2
339,0
340,0
341,-144
342,0
343,-143
344,-1
345,0
346,-13
347,0
348,0
349,0
350,0
351,0
352,-148
353,-146
354,0
355,-2
356,-142
357,-2
358,0
359,-2
360,0
361,-2
362,-8
363,0
364,0
365,0
366,-2
367,0
368,0
369,0
370,0
371,0
372,0
373,-2
374,-4
375,-2
376,-1
377,-12
378,-13
379,0
380,0
381,0
382,0
383,-2
384,0
385,0
386,-6
387,0
388,0
389,-31
390,-2
391,0
392,-2
393,-2
394,-143
395,0
396,0
397,-28
398,-1
399,-2
400,-23
401,-141
402,0
403,0
404,0
405,-11
406,-2
407,-2
408,-2
409,0
410,-2
411,-3
412,-9
413,0
414,0
415,-2
416,-2
417,0
418,0
419,0
420,-2
421,0
422,0
423,-2
424,0
425,-2
426,0
427,-3
428,-1
429,-1
430,-4
431,-42
432,-2
433,-2
434,0
435,0
436,0
437,-2
438,0
439,-2
440,0
441,0
442,0
443,-2
444,-28
445,-141
446,-4
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,-24
455,0
456,-7
457,0
458,-2
459,0
460,-143
461,-2
462,0
463,-16
464,0
465,-143
466,0
467,-148
468,-2
469,-6
470,-26
471,-27
472,0
473,0
474,0
475,0
476,-2
477,0
478,-4
479,-2
480,0
481,0
482,0
483,-2
484,-1
485,-2
486,-2
487,0
488,-33
489,-3
490,0
491,0
492,-2
493,-2
494,0
495,0
496,0
497,-4
498,0
499,-3
